sentence,aspect_term,sentiment,source_file
The dining room is quietly elegant with no music to shout over -- how refreshing!,music,positive,Restaurants_Train_v2.xml
"Admittedly, this is not the place for gigantic pieces of fish overflowing the plate (and thank goodness, in my opinion) but for simple, elegant sushi there is no better place in New York or anywhere in the US.",sushi,positive,Restaurants_Train_v2.xml
"Admittedly, this is not the place for gigantic pieces of fish overflowing the plate (and thank goodness, in my opinion) but for simple, elegant sushi there is no better place in New York or anywhere in the US.",fish,neutral,Restaurants_Train_v2.xml
The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.,menu,positive,Restaurants_Train_v2.xml
The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.,variety of dishes,positive,Restaurants_Train_v2.xml
The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.,seafood,positive,Restaurants_Train_v2.xml
The white bean brushetta to start was incredible and the pasta was phenomenal.,white bean brushetta,positive,Restaurants_Train_v2.xml
The white bean brushetta to start was incredible and the pasta was phenomenal.,pasta,positive,Restaurants_Train_v2.xml
The rest of the menu is limited by everything is good eats.,menu,conflict,Restaurants_Train_v2.xml
The rest of the menu is limited by everything is good eats.,eats,positive,Restaurants_Train_v2.xml
The menu is nothing like the one on the website.,menu,negative,Restaurants_Train_v2.xml
"Great food, great lay out and awesome service.",food,positive,Restaurants_Train_v2.xml
"Great food, great lay out and awesome service.",lay out,positive,Restaurants_Train_v2.xml
"Great food, great lay out and awesome service.",service,positive,Restaurants_Train_v2.xml
Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.,cart attendant,negative,Restaurants_Train_v2.xml
Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.,lotus leaf wrapped rice,neutral,Restaurants_Train_v2.xml
Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.,rice,neutral,Restaurants_Train_v2.xml
We walked in on a Wednesday night and were seated promptly.,seated,positive,Restaurants_Train_v2.xml
"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",wait staff,positive,Restaurants_Train_v2.xml
"The waitstaff are all very busy, it's not outstanding service, but I've never been dealt with rudely.",waitstaff,negative,Restaurants_Train_v2.xml
"The waitstaff are all very busy, it's not outstanding service, but I've never been dealt with rudely.",service,conflict,Restaurants_Train_v2.xml
I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,food,positive,Restaurants_Train_v2.xml
I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,feel,positive,Restaurants_Train_v2.xml
I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,taste,positive,Restaurants_Train_v2.xml
"They have it all -- great price, food, and service.",price,positive,Restaurants_Train_v2.xml
"They have it all -- great price, food, and service.",food,positive,Restaurants_Train_v2.xml
"They have it all -- great price, food, and service.",service,positive,Restaurants_Train_v2.xml
"The flavors are great, and the menu is extensive.",flavors,positive,Restaurants_Train_v2.xml
"The flavors are great, and the menu is extensive.",menu,positive,Restaurants_Train_v2.xml
"The food was amazing, the service was so attentive and personable, and how about that ambience!",food,positive,Restaurants_Train_v2.xml
"The food was amazing, the service was so attentive and personable, and how about that ambience!",service,positive,Restaurants_Train_v2.xml
"The food was amazing, the service was so attentive and personable, and how about that ambience!",ambience,positive,Restaurants_Train_v2.xml
"This place has the best interior I have seen anywhere in the northside of W'burg, and will impress whoever you bring there.",interior,positive,Restaurants_Train_v2.xml
"This place has the best interior I have seen anywhere in the northside of W'burg, and will impress whoever you bring there.",place,positive,Restaurants_Train_v2.xml
The food has been consistant for years and it never lets you down.,food,positive,Restaurants_Train_v2.xml
I found the variety of the sashimi plate to be satisfying - fresh and yummy.,sashimi plate,positive,Restaurants_Train_v2.xml
"And forget what you read under me, the atmosphere isn't that bad either.",atmosphere,neutral,Restaurants_Train_v2.xml
"We couldn't carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we're taking too much time -- amazing, we just sat down.",waitress,negative,Restaurants_Train_v2.xml
"We couldn't carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we're taking too much time -- amazing, we just sat down.",servants,negative,Restaurants_Train_v2.xml
sometimes i get good food and ok service.,food,positive,Restaurants_Train_v2.xml
sometimes i get good food and ok service.,service,neutral,Restaurants_Train_v2.xml
"It's a place for people who pay a lot for mediocre food, noise and a chance to be with their fellow bridge and tunnel folks.",food,neutral,Restaurants_Train_v2.xml
"It's a place for people who pay a lot for mediocre food, noise and a chance to be with their fellow bridge and tunnel folks.",noise,negative,Restaurants_Train_v2.xml
"After complaining about the chicken dish, the manager came over to tell us that, no one had ever complained before, and that we just didn't know what the dish was supposed to taste like.",chicken dish,negative,Restaurants_Train_v2.xml
"After complaining about the chicken dish, the manager came over to tell us that, no one had ever complained before, and that we just didn't know what the dish was supposed to taste like.",manager,negative,Restaurants_Train_v2.xml
"After complaining about the chicken dish, the manager came over to tell us that, no one had ever complained before, and that we just didn't know what the dish was supposed to taste like.",dish,neutral,Restaurants_Train_v2.xml
The food was spicy and delicious.,food,positive,Restaurants_Train_v2.xml
Went for a late weekday lunch.,lunch,neutral,Restaurants_Train_v2.xml
Bartender was unable to tear himself away from friends at bar.,Bartender,negative,Restaurants_Train_v2.xml
Bartender was unable to tear himself away from friends at bar.,bar,neutral,Restaurants_Train_v2.xml
"Anyways, if you're in the neighborhood to eat good food, I wouldn't waste my time trying to find something, rather go across the street to Tamari.",food,positive,Restaurants_Train_v2.xml
Dahkin also offers prix fixe lunch and buffet.,prix fixe lunch,positive,Restaurants_Train_v2.xml
Dahkin also offers prix fixe lunch and buffet.,buffet,positive,Restaurants_Train_v2.xml
"Although the place could be a little more eye catching and roomier, at the same time, it doesn't really matter.",place,conflict,Restaurants_Train_v2.xml
This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,food,positive,Restaurants_Train_v2.xml
This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,service,positive,Restaurants_Train_v2.xml
Went on a double date with friend and his girlfriend for a few drinks and appetizers.,drinks,neutral,Restaurants_Train_v2.xml
Went on a double date with friend and his girlfriend for a few drinks and appetizers.,appetizers,neutral,Restaurants_Train_v2.xml
Great place to grab a hot bagel on the way to work.,hot bagel,positive,Restaurants_Train_v2.xml
"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",chicken,negative,Restaurants_Train_v2.xml
"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",oil,neutral,Restaurants_Train_v2.xml
"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",pepper powder,neutral,Restaurants_Train_v2.xml
"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",sauce,negative,Restaurants_Train_v2.xml
"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",waiter,negative,Restaurants_Train_v2.xml
"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",drinks,neutral,Restaurants_Train_v2.xml
"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",food,neutral,Restaurants_Train_v2.xml
"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",service,neutral,Restaurants_Train_v2.xml
"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",tip,negative,Restaurants_Train_v2.xml
We were looking forward to nice glass of Sangria when we arrived.,glass of Sangria,positive,Restaurants_Train_v2.xml
