sentence,aspect_term,sentiment,source_file
Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.,seat,negative,data/semeval_2014_absa.csv
Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.,bar,neutral,data/semeval_2014_absa.csv
Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.,wait,negative,data/semeval_2014_absa.csv
"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",food,negative,data/semeval_2014_absa.csv
"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",flavor,negative,data/semeval_2014_absa.csv
"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",dish,negative,data/semeval_2014_absa.csv
"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",spice,negative,data/semeval_2014_absa.csv
The fried dumplings are GREAT!,fried dumplings,positive,data/semeval_2014_absa.csv
This place has the best Chinese style BBQ ribs in the city.,BBQ ribs,positive,data/semeval_2014_absa.csv
Ive been here so many times the waiters know my name.,waiters,neutral,data/semeval_2014_absa.csv
The decor is very simple but comfortable.,decor,conflict,data/semeval_2014_absa.csv
"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",Argentinian Pizza,neutral,data/semeval_2014_absa.csv
"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",lunch,neutral,data/semeval_2014_absa.csv
"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",Pelligrino,positive,data/semeval_2014_absa.csv
"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",pizza,positive,data/semeval_2014_absa.csv
"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",goat cheese,positive,data/semeval_2014_absa.csv
"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",blue cheese,positive,data/semeval_2014_absa.csv
The 'kamasutra' and 'bombay cosmopolitan' are excellent and will have you tipsy in no time.,kamasutra,positive,data/semeval_2014_absa.csv
The 'kamasutra' and 'bombay cosmopolitan' are excellent and will have you tipsy in no time.,bombay cosmopolitan,positive,data/semeval_2014_absa.csv
This is the perfect date spot for Williamsburg couples.,date spot,positive,data/semeval_2014_absa.csv
The dim sum here is only so-so.,dim sum,neutral,data/semeval_2014_absa.csv
"$6 and there is much tasty food, all of it fresh and continually refilled.",food,positive,data/semeval_2014_absa.csv
"Just straight up cheap, good food.",food,positive,data/semeval_2014_absa.csv
Seating is ok even though sometimes there's alot of people.,Seating,neutral,data/semeval_2014_absa.csv
"Even with a relatively inexpensive botle of wine, if you can call $70.00 inexpensive, the cost is through the roof for better than average fare.",cost,negative,data/semeval_2014_absa.csv
"Even with a relatively inexpensive botle of wine, if you can call $70.00 inexpensive, the cost is through the roof for better than average fare.",botle of wine,conflict,data/semeval_2014_absa.csv
"Service was slow, but the people were friendly.",Service,negative,data/semeval_2014_absa.csv
"Service was slow, but the people were friendly.",people,positive,data/semeval_2014_absa.csv
The steak was very fatty and the sauce was overpowering and not very tasty.,steak,negative,data/semeval_2014_absa.csv
The steak was very fatty and the sauce was overpowering and not very tasty.,sauce,negative,data/semeval_2014_absa.csv
"The staff makes you feel at home, the food is great and the atmosphere is WONDERFUL!",staff,positive,data/semeval_2014_absa.csv
"The staff makes you feel at home, the food is great and the atmosphere is WONDERFUL!",food,positive,data/semeval_2014_absa.csv
"The staff makes you feel at home, the food is great and the atmosphere is WONDERFUL!",atmosphere,positive,data/semeval_2014_absa.csv
The food is alright - some stuff is good - some is not (like the steak dish which tends to be dry).,food,conflict,data/semeval_2014_absa.csv
The food is alright - some stuff is good - some is not (like the steak dish which tends to be dry).,steak dish,negative,data/semeval_2014_absa.csv
They have a very diverse menu so its something for everybody.,menu,positive,data/semeval_2014_absa.csv
The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,staff,negative,data/semeval_2014_absa.csv
The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,sushi,neutral,data/semeval_2014_absa.csv
The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,check,neutral,data/semeval_2014_absa.csv
The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,dinner,neutral,data/semeval_2014_absa.csv
The staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,bar,neutral,data/semeval_2014_absa.csv
"As a long-time patron of Mamoun's, I always figured that I had found the best late night food spot in the city.",food spot,positive,data/semeval_2014_absa.csv
The bagel was huge.,bagel,neutral,data/semeval_2014_absa.csv
Get the tuna of gari.,tuna,positive,data/semeval_2014_absa.csv
"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",somosas,positive,data/semeval_2014_absa.csv
"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",chai,positive,data/semeval_2014_absa.csv
"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",chole,positive,data/semeval_2014_absa.csv
"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",dhosas,negative,data/semeval_2014_absa.csv
"I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",dhal,negative,data/semeval_2014_absa.csv
Edible but really a ripoff at those prices given whats in the area.,prices,negative,data/semeval_2014_absa.csv
"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",staff,conflict,data/semeval_2014_absa.csv
"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",bathroom,negative,data/semeval_2014_absa.csv
The service was the only thing good about this restaurant.,service,positive,data/semeval_2014_absa.csv
Service- friendly and attentive.,Service,positive,data/semeval_2014_absa.csv
Service was very prompt but slightly rushed.,Service,conflict,data/semeval_2014_absa.csv
"Great food, great decor, great service.",food,positive,data/semeval_2014_absa.csv
"Great food, great decor, great service.",decor,positive,data/semeval_2014_absa.csv
"Great food, great decor, great service.",service,positive,data/semeval_2014_absa.csv
"And, atlhough tables opened up next to us and we ASKED for a slightly larger space, they left us awkardly seated.",tables,neutral,data/semeval_2014_absa.csv
"And, atlhough tables opened up next to us and we ASKED for a slightly larger space, they left us awkardly seated.",space,neutral,data/semeval_2014_absa.csv
"The palak paneer was standard, and I was not a fan of the malai kofta.",palak paneer,neutral,data/semeval_2014_absa.csv
"The palak paneer was standard, and I was not a fan of the malai kofta.",malai kofta,neutral,data/semeval_2014_absa.csv
I've dined at Alain Ducasse's restaurant in Monte Carlo for half the price for the same excellent dining experience.,dining,positive,data/semeval_2014_absa.csv
I've dined at Alain Ducasse's restaurant in Monte Carlo for half the price for the same excellent dining experience.,price,positive,data/semeval_2014_absa.csv
"Yeah, sometimes the service can be slow.",service,negative,data/semeval_2014_absa.csv
There was no ambiance.,ambiance,negative,data/semeval_2014_absa.csv
"Save your money and don't waste your calories, go to Margharita's on Washington Street instead, they have amazing food and the BEST service.",food,positive,data/semeval_2014_absa.csv
"Save your money and don't waste your calories, go to Margharita's on Washington Street instead, they have amazing food and the BEST service.",service,positive,data/semeval_2014_absa.csv
The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,service,positive,data/semeval_2014_absa.csv
The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,dish,positive,data/semeval_2014_absa.csv
